hgnc_symbol,uniprotswissprot
C20orf173,Q96LM9
GET4,Q7L5D6
SLTM,""
GET4,""
GRHPR,""
C20orf173,""
CFAP47,Q6ZTR5
PLEKHD1,A6NEE1
GMDS,O60547
RBM12,Q9NTZ6
TM9SF1,""
RBM12,""
FITM2,Q8N6M3
UNKL,""
CFAP47,""
FAM236B,A0A1B0GV22
PPP2R2A,P63151
NDP,Q00604
TM9SF1,O15321
UNKL,Q9H9P5
YY2,O15391
SECISBP2L,""
GRAMD4,""
TTPAL,Q9BTX7
TTPAL,""
DYNLT3,""
ATP8A2,Q9NTI2
ATP8A2,""
DYNLT3,P51808
PPP2R2A,""
ADCY2,Q08462
ARHGDIG,""
TSSK4,Q6SA08
GRAMD4,Q6IC98
SERINC3,""
SBNO2,Q9Y2G9
INTS1,Q8N201
POFUT2,Q9Y2G5
ADCY2,""
EXOC2,Q96KP1
EXOC2,""
TSSK4,""
SBNO2,""
INTS1,""
ARHGDIG,Q99819
POFUT2,""
AKAP4,Q5JQC9
MARCHF11,A6NNE9
MARCHF11,""
SERINC3,Q13530
AKAP4,""
C2CD4C,Q8TF44
SACS,""
EEF1E1,O43324
CHMP4A,Q9BY43
EEF1E1,""
ONECUT3,O60422
CHMP4A,""
RADIL,""
RADIL,Q96JH8
SACS,Q9NZJ4
MYO3A,Q8NEV4
SECISBP2L,Q93073
MYO3A,""
BLOC1S5,Q8TDH9
MDP1,Q86V88
IFT140,Q96RY7
BLOC1S5,""
ENTPD4,""
MEOX2,P50222
MAOB,P27338
TEX29,""
LTBP2,Q14767
EEF1E1-BLOC1S5,""
LTBP2,""
PKIG,Q9Y2B9
CELSR1,Q9NYQ6
TEX29,Q8N6K0
CELSR1,""
KCTD12,Q96CX2
MSRB2,Q9Y3D2
PKIG,""
MSRB2,""
PALM,O75781
KDM1B,""
PTF1A,Q7RTS3
PTF1A,""
NEDD8-MDP1,""
TLDC2,A0PJX2
PALM,""
ISCA2,Q86U28
ISCA2,""
TLDC2,""
CLN5,O75503
FOXK1,P85037
CLN5,""
FOXK1,""
SEMA5A,Q13591
OSER1,Q9NX31
NEDD8,""
FERRY3,Q9NQ89
S1PR4,O95977
SEMA5A,""
VSIG4,""
NEDD8,Q15843
FERRY3,""
PRTFDC1,Q9NRG1
ENTPD4,Q9Y227
JPH2,Q9BR39
KDM1B,Q8NB78
FBXL3,Q9UKT7
FBXL3,""
VSIG4,Q9Y279
IFT140,""
KCNA5,P22460
PCBP3,P57721
SRSF6,""
BLOC1S5-TXNDC5,""
SRSF6,Q13247
ENKUR,Q8TC29
ENKUR,""
PCBP3,""
BID,P55957
BMP6,P22004
SERPINE3,A8MV23
SERPINE3,""
IFT52,Q9Y366
JADE3,""
METTL21C,Q5VZV1
XYLT1,Q86Y38
ERCC5,""
DNAJC1,Q96KC8
DNAJC1,""
HS3ST4,Q9Y661
JADE3,Q92613
PAX5,Q02548
HERC1,Q15751
FOXR2,Q6PJQ5
HERC1,""
TXNDC5,Q8NBS9
PAX5,""
MYBL2,P10244
PHYHIPL,Q96FC7
GTSF1L,Q9H1H1
CST9,Q5W186
HDGFL1,Q5TGJ6
FOXQ1,Q9C009
RBP3,P10745
SIRPB1,O00241
ERCC5,P28715
SIRPB1,""
SKOR1,""
SPATA7,Q9P0W8
SLIT2,O94813
SLC9A7,Q96T83
SKOR1,P84550
SLC9A7,""
SLC10A2,Q12908
IL17D,""
SLIT2,""
MAGEH1,Q9H213
SIRPB1,Q5TFQ8
THAP10,Q9P2Z0
THAP10,""
IL17D,Q8TAD2
NCLN,""
GGACT,Q9BVM4
FOXB1,Q99853
GGACT,""
OTOR,Q9NRC9
SPATA7,""
SRXN1,Q9BYN0
NCLN,Q969V3
GCHFR,P30047
RPP40,O75818
GCHFR,""
RPP40,""
DTD1,Q8TEA8
DTD1,""
SPIDR,Q14159
PARVB,Q9HBI1
MFAP5,""
PARVB,""
DGKK,Q5KSL6
SPIDR,""
GNAQ,P50148
GNAQ,""
APBA3,O96018
AP5M1,Q9H0R1
AP5M1,""
MFAP5,Q13361
ATP11A,""
ATP11A,P98196
OSBPL2,""
TMPRSS2,""
SUN1,O94901
TMPRSS2,O15393
SLC35F4,""
SLC35F4,A4IF30
PIR,O00625
CREBBP,Q92793
SEL1L3,Q68CR1
ZC3H7B,Q9UGR2
SLC28A3,Q9HAS3
CYSLTR2,Q9NS75
SUN1,""
CREBBP,""
CA12,O43570
CYSLTR2,""
SEL1L3,""
CA12,""
TEF,Q10587
MYO10,Q9HD67
OXGR1,Q96P68
DEK,P35659
TEF,""
DEK,""
EDA2R,Q9HAV5
PGM5,Q15124
MYO10,""
BMP4,P12644
PGM5,""
BMP4,""
CYSLTR1,Q9Y271
PHF5A,Q7RTV0
CLEC4E,Q9ULY5
CLEC4E,""
COMMD6,Q7Z4G1
COMMD8,Q9NX08
STMND1,H3BQB6
STMND1,""
COMMD6,""
GFOD1,Q9NXC2
MX1,P20591
GFOD1,""
ARHGAP12,Q8IWW6
RIMKLB,Q9ULI2
RIMKLB,""
MED10,Q9BTT4
PSAT1,Q9Y617
SLAIN2,Q9P270
THSD1,Q9NS62
SLAIN2,""
MX1,""
NRSN1,Q8IZ57
NRSN1,""
POLR3H,Q9Y535
ETV6,P41212
RASEF,Q8IZ41
POLR3H,""
ETV6,""
MYO1E,Q12965
MYO1E,""
MX2,""
JARID2,Q92833
MX2,P20592
SH2D4A,Q9H788
TJP3,O95049
SH2D4A,""
TJP3,""
OCIAD2,Q56VL3
VPS36,Q86VN1
MTRR,""
BUB1B-PAK6,""
CLEC1A,Q8NC01
VPS36,""
ATP6AP2,""
CLEC1A,""
SRSF5,Q13243
ARHGAP12,""
PMM1,Q92871
NMRK1,""
CKAP2,""
PNMA2,Q9UL42
OCIAD2,""
TRIM27,""
LCA5L,O95447
NMRK1,Q9NWW6
RGS11,O94810
CLEC9A,Q6UXN8
JSRP1,Q96MG2
RAB8B,Q92930
ZNRF4,Q8WWF5
PMM1,""
SRSF5,""
RAB8B,""
UBE2D1,P51668
RELL1,Q8IUW5
RELL1,""
UBE2D1,""
GDF10,P55107
CKAP2,Q8WWK9
ZNF33B,""
HS3ST1,O14792
HS3ST1,""
TRIM27,P14373
DESI1,Q6ICB0
OSBPL2,Q9H1P3
ZNF33B,Q06732
ZNF718,Q3SXZ3
ZNF718,""
MTRR,Q9UBK8
POLR1E,Q9GZS1
RGS11,""
RBM24,Q9BX46
LYN,P07948
RBM24,""
R3HDML,Q9H3Y0
GABRB1,""
LYN,""
LCA5L,""
POLR1E,""
GMPR2,""
GABRB1,P18505
YTHDF1,Q9BYJ9
ARIH1,Q9Y4X5
YTHDF1,""
ARIH1,""
CFAP90,A4QMS7
CFAP90,""
FBXL7,Q9UJT9
SUGT1,Q9Y2Z0
HNRNPA1L2,Q32P51
FBXL7,""
DAOA,P59103
PLCB2,""
BIRC7,Q96CA5
BIRC7,""
ICA1,Q05084
DAOA,""
ICA1,""
GOLM1,Q8NBJ4
GMPR2,Q9P2T1
GOLM1,""
ZIC2,O95409
SCNN1G,P51170
NKAIN4,""
ZIC5,Q96T25
HS3ST2,Q9Y278
HS3ST2,""
ATP5PF,""
NKAIN4,Q8IVV8
LNX2,Q8N448
SSR1,""
GSX1,Q9H4S2
SSR1,P43307
RANBP3,Q9H6Z4
PDX1,P52945
POLR1D,""
OLR1,P78380
OLR1,""
ATP5PF,P18859
RPA3,P35244
RPA3,""
FOXF2,Q12947
NXPH1,P58417
SOX4,Q06945
NXPH1,""
POLR1D,P0DPB5
FUT8,Q9BYC5
SPEF2,Q9C093
PAPOLB,Q9NRJ5
POLR1D,P0DPB6
SPATC1L,Q9H0A9
FUT8,""
ATP6AP2,O75787
CDKAL1,Q5VV42
C1GALT1,""
LIG4,P49917
LIG4,""
CLEC4D,""
MUC5B,Q9HC84
DCDC2,Q9UHG0
C1GALT1,Q9NS00
MUC5B,""
RANBP3,""
TMC7,""
TMC7,Q7Z402
CLEC4D,Q8WXI8
SPEF2,""
CLYBL,Q8N0X4
DCDC2,""
CLYBL,""
ID4,P47928
TUT7,""
SNTG1,Q9NSN8
SNTG1,""
NRP1,""
NAA30,""
TCF4,P15884
NAA30,Q147X3
TUT7,Q5VYS8
TINF2,""
SLC16A2,P36021
CLEC14A,Q86T13
SLC16A2,""
XRCC6,""
AP5Z1,""
CORIN,Q9Y5Q5
TYRP1,""
CORIN,""
ITGBL1,O95965
SARAF,Q96BY9
PLCB2,Q00722
GNG7,O60262
ITGBL1,""
XRCC6,P12956
MAGED2,Q9UNF1
GNG7,""
SARAF,""
MAGED2,""
TYRP1,P17643
TINF2,Q9BSI4
AP5Z1,O43299
YJU2,Q9BW85
YJU2,""
SNU13,P55769
NRP1,O14786
GNA14,O95837
TNRC6A,Q8NDV7
SNU13,""
CYP7B1,O75881
ARFGAP1,Q8N6T3
GNA15,P30679
KLF8,O95600
GNA15,""
CA8,P35219
KLF8,""
NDUFA4,O00483
LSS,P48449
HSCB,Q8IWL3
LSS,""
HSCB,""
TNRC6A,""
XAGE2,Q96GT9
TCF4,""
RNF122,Q9H9V4
TGM1,P22735
SAFB,""
TGM1,""
FGF16,O43320
CPXCR1,Q8N123
FTCD,""
SNX29,""
PLXDC2,Q6UX71
ZMAT4,Q9H898
ZFAND5,O76080
ZMAT4,""
SNX29,Q8TEQ0
ZFAND5,""
ITGA11,Q9UKX5
MICALL2,Q8IY33
SGSM2,""
RABGGTA,""
ZBTB5,O15062
MRLN,P0DMT0
ARFGAP1,""
MRLN,""
PRPS1L1,P21108
ZFR,Q96KR1
NAA35,Q5VZE5
JCAD,Q9P266
FOXD4L3,Q6VB84
ZFR,""
FTCD,O95954
CARD19,Q96LW7
CLOCK,O15516
COMT,P21964
COMT,""
RABGGTA,Q92696
HLCS,P50747
CRISPLD1,Q9H336
CLOCK,""
CRISPLD1,""
HLCS,""
KCNE1,P15382
OSTF1,Q92882
R3HCC1,""
SPAG6,O75602
FRMD3,A2A2Y4
HACD3,""
SPAG6,""
ZNF215,Q9UL58
ZNF215,""
SGSM2,O43147
CHRNA4,P43681
CHRNA4,""
HACD3,Q9P035
R3HCC1,Q9Y3T6
MARCHF8,Q5T0T0
SUPT20H,""
MARCHF8,""
CENPC,Q03188
SLC38A9,""
CPVL,Q9H3G5
ARVCF,O00192
GALNT18,Q6P9A2
CPVL,""
ARVCF,""
CENPC,""
DKK1,O94907
POLR3E,Q9NVU0
POLR3E,""
NEFM,P07197
CALCB,""
NEFM,""
FRMD3,""
CALCB,P10092
REC114,Q7Z4M0
REC114,""
SAFB,Q15424
ZNF214,Q9UL59
MKKS,Q9NPJ1
SLC38A9,Q8NBW4
PEX2,P28328
COL6A1,P12109
DHRS1,Q96LJ7
GADD45G,O95257
GADD45G,""
PTK6,Q13882
PEX2,""
DHRS1,""
COL6A1,""
FNDC11,""
OLIG2,""
FNDC11,Q9BVV2
PXDNL,""
OLIG2,Q13516
OLIG1,Q8TAK6
OLIG1,""
SUPT20H,Q8NEM7
PDRG1,Q9NUG6
TFF3,Q07654
TFF3,""
TBC1D21,Q8IYX1
TECRL,""
XKR7,Q5GH72
AQP4,P55087
AQP4,""
PXDNL,A1KZ92
TBC1D21,""
TECRL,Q5HYJ1
RBMXL2,O75526
CCM2L,Q9NUG4
ANKFY1,Q9P2R3
GSDME,O60443
NOP9,Q86U38
ONECUT2,O95948
PLAGL2,Q9UPG8
NOP9,""
POTED,Q86YR6
CDH10,Q9Y6N8
POTED,""
GSDME,""
CDH10,""
ANKFY1,""
RGS6,P49758
TEX10,Q9NXF1
MAPRE1,Q15691
TEX10,""
ZFHX4,Q86UP3
GPX8,Q8TED1
CIDEB,Q9UHD4
ZFHX4,""
GPX8,""
CIDEB,""
PROCR,Q9UNN8
PROCR,""
HDAC8,""
LTB4R2,""
INSR,P06213
LTB4R2,Q9NPC1
NETO2,Q8NC67
RGS6,""
NETO2,""
PTPRO,Q16827
CLVS1,""
NPTN,Q9Y639
INSR,""
LTB4R,""
NBEA,""
NPTN,""
MMP24OS,A0A0U1RRL7
PTPRO,""
GRIN3A,Q8TCU5
NBEA,Q8NFP9
LTB4R,Q15722
KIF13A,Q9H1H9
CLVS1,Q8IUQ0
METTL22,""
KIF13A,""
HDAC8,Q9BY41
ISL1,P61371
CYLC2,Q14093
ISL1,""
FEM1B,Q9UK73
TMEM38B,""
KIF5B,P33176
FEM1B,""
SETDB2,Q96T68
NARS1,O43776
PTPN21,Q16825
TANGO2,Q6ICL3
PTPN21,""
SLC34A2,O95436
TANGO2,""
SLC34A2,""
NARS1,""
MMP24,Q9Y5R2
TMEM38B,Q9NVV0
ANKH,Q9HCJ1
FAM83C,Q9BQN1
METTL22,Q9BUU2
CELF5,Q8N6W0
ANKH,""
WNT7A,O00755
ANO3,""
BARX1,Q9HBU1
CELF5,""
ANO3,Q9BYT9
UGT2B10,P36537
ZZEF1,O43149
ADCY4,""
ZZEF1,""
SYNDIG1L,A6NDD5
KCTD8,Q6ZWB6
SYNDIG1L,""
KCTD8,""
TPMT,P51580
SYT9,""
ARMC1,Q9NVT9
ARMC1,""
NINJ1,Q92982
SYT9,Q86SS6
ATP8B1,O43520
ATP8B1,""
CRK,P46108
CSNK2A3,Q8NEV1
TMX1,Q9H3N1
UPRT,""
UMODL1,Q5DID0
NPR3,""
TMX1,""
FANCF,Q9NPI8
CRK,""
NMT2,O60551
ZDHHC8,""
CLEC7A,Q9BXN2
PHF11,Q9UIL8
PHF11,""
XKR9,""
NMT2,""
NPR3,P17342
UPRT,Q96BW1
XKR9,Q5GH70
UMODL1,""
ALPK2,Q86TB3
ZNF287,Q9HBT7
ZDHHC8,Q9ULC8
PAG1,Q9NWQ8
ZNF287,""
CAGE1,Q8TC20
CLEC7A,""
CCDC188,H7C350
DSN1,""
LRRC75A,Q8NAA5
FST,P19883
ADCY4,Q8NFM4
RCBTB1,Q8NDN9
FST,""
DSN1,Q9H410
SDAD1,""
WSB1,""
SKA3,Q8IX90
SERGEF,""
CAGE1,""
SKA3,""
HDX,Q7Z353
CCAR1,""
MRPL57,Q9BQC6
RTRAF,Q9Y224
HDX,""
RTRAF,""
ZBTB46,Q86UZ6
ZBTB46,""
PABPC5,""
RIPK3,Q9Y572
LONP2,Q86WA8
PABPC5,Q96DU9
PABPC1L2A,Q5JQF8
RIPK3,""
LONP2,""
FOXC1,Q12948
NHLRC1,Q6VVB1
MICU2,Q8IYU8
MICU2,""
SULF1,""
MPV17L,Q2QL34
ARL13A,Q5H913
ARL13A,""
FGF9,P31371
MPV17L,""
ALG5,""
GDAP1L1,""
SERGEF,Q9UGK8
SDAD1,Q9NVU7
CDYL,Q9Y232
GDAP1L1,Q96MZ0
CDYL,""
CHL1,O00533
VAV1,""
CHL1,""
AKAP6,Q13023
WSB1,Q9Y6I7
GHR,P10912
AKAP6,""
COX7B2,Q8TF08
GHR,""
COX7B2,""
ALG5,Q9Y673
VAV1,P15498
CACNA1C,""
OSBPL3,Q9H4L5
HIRA,P54198
BRWD3,Q6RI45
MYL9,P24844
UGT2B11,O75310
MBOAT1,Q6ZNC8
PML,P29590
SSTR1,P30872
HIRA,""
CACNA1C,Q13936
EDA,Q92838
TGIF2,Q9GZN2
TGIF2,""
PTPRM,P28827
SHROOM3,Q8TF72
PTPRM,""
USP25,Q9UHP3
USP25,""
CAT,P04040
ITFG1,Q8TB96
TGIF2-RAB5IF,""
CAT,""
CDH9,Q9ULB4
SHROOM3,""
CDH9,""
EDA,""
CEP128,""
RIOK1,Q9BRS2
ZFR2,Q9UPR6
KRTAP8-1,Q8IUC2
OSBPL3,""
A2ML1,A8K2U0
KRTAP7-1,Q8IUC3
ITFG1,""
KRTAP11-1,Q8IUC1
RIOK1,""
KRTAP19-8,Q3LI54
A2ML1,""
ZFR2,""
SLA2,Q9H6Q3
EXOSC8,""
SCD5,Q86SK9
MRPS26,Q9BYN8
ZNF77,Q15935
KLF3,P57682
SOD1,""
PML,""
NAA11,""
CHM,P24386
OXT,P01178
SOD1,P00441
PEMT,Q9UBM1
NAA11,Q9BSU3
EXOSC8,Q96B26
SULF1,Q8IWU6
AVP,P01185
DYNC1LI1,Q9Y6G9
DOP1B,""
ZNF318,Q5VUA4
ZNF318,""
ADAMTS12,P58397
DYNC1LI1,""
CEP128,Q6ZU80
PEMT,""
ADAMTS12,""
POF1B,Q8WVV4
UFD1,Q92890
UBOX5,O94941
CCAR1,Q8IX12
UBOX5,""
GNA11,P29992
GNA11,""
MCIDAS,""
ZNF143,""
UFD1,""
MCIDAS,D6RGH6
ENOX1,Q8TC92
L3MBTL4,Q8NA19
L3MBTL4,""
ARMH4,Q86TY3
CCDC122,Q5T0U0
CCDC122,""
ARMH4,""
SNX13,Q9Y5W8
SNX13,""
LACC1,Q8IV20
LACC1,""
DDRGK1,Q96HY6
DDRGK1,""
ST8SIA5,O15466
BCAT1,P54687
ST8SIA5,""
UGT3A1,Q6NUS8
BTBD2,Q9BX70
UGT3A1,""
BTBD2,""
LAMP1,P11279
NRDE2,Q9H7Z3
ALDH1A2,O94788
ALDH1A2,""
KLHL4,Q9C0H6
BCAT1,""
NUP93,Q8N1F7
NUP93,""
NRDE2,""
DAAM2,""
DAAM2,Q86T65
MAGEE1,Q9HCI5
ZWINT,O95229
GRTP1,Q5TC63
GRTP1,""
DOP1B,Q9Y3R5
C3orf20,Q8ND61
ZWINT,""
KLHL7,""
ERVH48-1,M5A8F1
LIPI,Q6XZB0
RTL3,Q8N8U3
C8orf34,Q49A92
LIPI,""
STK38L,""
DCUN1D2,""
EVC2,""
KRTAP10-9,P60411
CPD,O75976
C8orf34,""
CPD,""
EVC2,Q86UK5
CCDC85C,A6NKD9
TBX22,""
STK38L,Q9Y2H1
CDH18,Q13634
DCUN1D2,Q6PH85
CA3,""
ZCWPW2,""
CCDC85C,""
CDH18,""
CA3,P07451
MMUT,P22033
NUTM2A,Q8IVF1
ITPA,Q9BY32
TBX22,Q9Y458
TRAM2,Q15035
SLC15A5,A6NIM6
VPS13A,Q96RL7
ZCWPW2,Q504Y3
PGK2,P07205
ZNF143,P52747
ZKSCAN7,Q9P0L1
TGIF2LX,Q8IUE1
HNF4G,Q14541
MOK,""
ARHGAP28,Q9P2N2
HNF4G,""
ARHGAP28,""
ZKSCAN7,""
NBDY,A0A0U1RRE5
CDC45,""
CDH12,P55289
TBC1D22B,Q9NU19
NBDY,""
COX4I2,Q96KJ9
TMCO3,Q6UWJ1
ERG,""
TMCO3,""
BPNT2,Q9NX62
ZNF660,""
BPNT2,""
KLHL7,Q8IXQ5
ZNF660,Q6AZW8
ZNF197,""
VPS13A,""
PLCL2,Q9UPR0
GYS2,P54840
ERG,P11308
DBX1,A6NMT0
PLCL2,""
SH3BGRL,O75368
RAD23B,""
RAB3C,Q96E17
ELOVL5,Q9NYP7
CDH8,""
BLMH,Q13867
RAD18,""
CDH8,P55286
BLMH,""
ELOVL5,""
RAD23B,P54727
ZNF197,O14709
TFDP1,Q14186
TFDP1,""
ADPRHL1,""
MGST1,""
NFATC4,Q14934
KRTAP10-4,P60372
CDC45,O75419
BBOX1,O75936
BBOX1,""
MGST1,P10620
LIN54,Q6MZP7
EMB,Q6PCB8
AHR,""
EMB,""
RNF8,O76064
LIN54,""
AHR,P35869
RNF8,""
ADPRHL1,Q8NDY3
TRMT2B,Q96GJ1
RAD18,Q9NS91
ZNF35,P13682
ZNF35,""
TWIST1,""
ZC3H13,Q5T200
ZC3H13,""
ANXA11,P50995
NSRP1,""
THAP9,""
TWIST1,Q15672
LUZP2,Q86TE4
LUZP2,""
COQ7,Q99807
ANXA11,""
CLEC6A,Q6EIG7
COQ7,""
MATK,P42679
MALSU1,Q96EH3
CENPQ,Q7L2Z9
FJX1,Q86VR8
THAP9,Q9H5L6
ELOVL7,A1L3X0
TEX13B,Q9BXU2
ELOVL7,""
OR4C13,Q8NGP0
RUNX2,""
ZNF502,Q8TBZ5
MAGEE2,Q8TD90
GK2,Q14410
SYT10,Q6XYQ8
LMX1B,O60663
NFATC4,""
ZNF502,""
MATK,""
SYT10,""
MINPP1,Q9UNW1
NEK5,""
TPX2,Q9ULW0
NOD1,Q9Y239
SLC6A14,Q9UN76
GSG1L,Q6UXU4
STAP1,Q9ULZ2
NOD1,""
NEK5,Q6P3R8
NSRP1,Q9H0G5
ZNF501,Q96CX3
XK,P51811
XPO4,Q9C0E2
GSG1L,""
MOK,Q9UQ07
RRAS2,P62070
MRPL54,Q6P161
MRPL54,""
MYCBP2,""
ITGA9,""
KIAA1143,Q96AT1
RELCH,""
DHRS4,Q9BTZ2
RELCH,Q9P260
MYCBP2,O75592
SP4,Q02446
SP4,""
DHRS4,""
DOHH,Q9BU89
TFAM,Q00059
SEPTIN5,Q99719
DOHH,""
RRAS2,""
RUNX2,Q13950
ITGA9,Q13797
MYLK2,Q9H1R3
TFAM,""
SEPTIN5,""
MYDGF,""
NXN,Q6DKJ4
FOXS1,O43638
BCL2L1,Q07817
NXN,""
KIF15,""
ITGB8,P26012
MYDGF,Q969H8
MPHOSPH8,Q99549
ATP10D,Q9P241
MPHOSPH8,""
STAU2,Q9NUL3
PSPC1,Q8WXF1
ATP10D,""
GRID1,Q9ULK0
PSPC1,""
ZC3H7A,Q8IWR0
GRID1,""
WDFY2,""
BCL2L1,""
GP1BB,P13224
NEO1,Q92859
SPON1,Q9HCB6
PSMC1,P62191
ZC3H7A,""
EFHB,Q8N7U6
PSMC1,""
H3-4,Q16695
NEO1,""
ITGA1,P56199
EFHB,""
OR5L2,Q8NGL0
H2AC25,Q7L7L0
H2BC26,Q8N257
ITGA1,""
ARHGAP6,""
WDFY2,Q96P53
ARHGAP6,O43182
RNF187,Q5TA31
DHRS12,""
DHRS12,A0PJE2
ZNF532,Q9HCE3
ZNF532,""
FAM151B,""
GNB1L,Q9BYB4
HMG20A,""
CRISP2,P16562
GNB1L,""
RHOU,Q7L0Q8
FAM151B,Q6UXP7
RTN4R,""
IGF2BP3,O00425
RTN4R,Q9BZR6
TPTE2,""
HMG20A,Q9NP66
TPTE2,Q6XPS3
KIZ,""
IGF2BP3,""
DGCR6L,Q9BY27
STAU2,""
MYOF,""
DGCR6L,""
TRPM2,O94759
C18orf32,Q8TCD1
PPP2R2C,Q9Y2T4
TRPM2,""
KIZ,Q2M2Z5
ATG2B,Q96BY7
SLC46A3,Q7Z3Q1
APCDD1,Q8J025
APCDD1,""
PPP2R2C,""
PDE4A,P27815
CYP1A2,P05177
POMP,""
PDE4A,""
POMP,Q9Y244
NAPG,""
OVOL2,Q9BRP0
IGSF5,Q9NSI5
MMP2,P08253
EPS8,Q12929
MMP2,""
UGT2B7,""
AP2B1,""
EPS8,""
MGME1,Q9BQP7
MTREX,P42285
MGME1,""
KIF15,Q9NS87
UGT2B7,P16662
RAMP3,O60896
RAMP3,""
TNFSF11,O14788
B3GALT5,Q9Y2C3
PET117,Q6UWS5
MTREX,""
SYDE1,Q6ZW31
MYOF,Q9NZM1
SYDE1,""
CCL17,Q92583
TMEM42,Q69YG0
TPP2,""
TPP2,P29144
SGO1,Q5FBB7
LAMP5,Q9UJQ1
LEUTX,A8MZ59
CRAMP1,""
NAPG,Q99747
TEKTL1,Q8IYK2
OR7C2,O60412
SLC27A2,O14975
ATG4A,Q8WYN0
GEM,P55040
HHEX,Q03014
SLC27A2,""
ATG4A,""
HHEX,""
GEM,""
HAPLN1,P10915
IREB2,""
ALG11,""
HAPLN1,""
ALG11,Q2TAA5
SOCS6,O14544
SOCS6,""
DAPK1,P53355
SNRPD1,""
PARP11,Q9NR21
SNRPD1,P62314
AWAT2,Q6E213
PSMF1,""
AWAT2,""
RPS6KA5,O75582
PSMF1,Q92530
PARP11,""
RPS6KA5,""
SLC9B2,Q86UD5
SLC9B2,""
CRAMP1,Q96RY5
CYP4F12,Q9HCS2
SGO1,""
TGM4,P49221
CYP4F12,""
CDCA7L,Q96GN5
MMP16,P51512
TGM4,""
DAPK1,""
ZNF852,""
MMP16,""
PP2D1,A8MPX8
NUP58,Q9BVL2
CCSER2,Q9H7U1
NUP58,""
ABHD3,Q8WU67
ABHD3,""
CRACR2A,""
CCL22,O00626
CAPNS2,Q96L46
PARM1,""
PSKH2,Q96QS6
CDCA7L,""
PARM1,Q6UWI2
SNPH,""
PSMD10,O75832
CCSER2,""
AK7,Q96M32
PSMD10,""
CMTM6,Q9NX76
AK7,""
PRDM14,Q9GZV8
SNPH,O15079
PKHD1,P08F94
CRACR2A,Q9BSW2
PRDM14,""
IREB2,P48200
TACR3,P29371
DYRK1B,Q9Y463
BRINP1,O60477
LGSN,""
REEP3,Q6NUK4
LGSN,Q5TDP6
ABCA13,Q86UQ4
REEP3,""
FABP5,Q01469
DYRK1B,""
ARHGAP19-SLIT1,""
FABP5,""
FOLH1,Q04609
SDHAF4,Q5VUM1
N4BP2L2,""
N4BP2L2,Q92802
PLPPR1,Q8TBJ4
PLPPR1,""
PDP1,Q9P0J1
PDP1,""
HCN4,Q9Y3Q4
LRCH2,Q5VUJ6
MCM3AP,O60318
FOLH1,""
GOLGA5,Q8TBA6
GOLGA5,""
MCM3AP,""
DERA,Q9Y315
KDSR,Q06136
FUNDC1,Q8IVP5
SDCBP2,Q9H190
TMEM260,""
CYB5R4,Q7L1T6
KDSR,""
DERA,""
DYNC1LI2,O43237
CYB5R4,""
DYNC1LI2,""
FBL,""
AP2B1,P63010
TLL2,Q9Y6L7
SVIP,Q8NHG7
CCNB3,Q8WWL7
FBL,P22087
SIRPB2,""
SIRPB2,Q5JXA9
NRBF2,Q96F24
C1QTNF9,P0C862
YBEY,P58557
ILVBL,A1L0T0
POU3F4,""
LRRC63,""
ILVBL,""
CYP2C19,""
SYN2,Q92777
FAM236C,""
ME1,P48163
FAM236C,P0DP71
LRRC63,Q05C16
DNAJC24,Q6P3W2
SIRPD,""
TRPA1,""
DNAJC24,""
EDC3,Q96F86
PCDH20,Q8N6Y1
P2RY10,O00398
VCAN,P13611
SIRPD,Q9H106
CYP2C19,P33261
EDC3,""
TRPA1,O75762
VCAN,""
VPS4B,O75351
SYN2,""
OR5D14,Q8NGL3
CYP26C1,Q6V0L0
UTP4,""
VPS4B,""
CYP26C1,""
CYP4F8,""
TMEM260,Q9NX78
PRIM2,P49643
NCBP1,Q09161
OR5D13,Q8NGL4
SAP18,O00422
NCBP1,""
SNX21,Q969T3
OR9Q1,Q8NGQ5
KRBOX4,Q5JUW0
OR4C16,Q8NGL9
SPATA31A6,Q5VVP1
SNX21,""
PRIM2,""
PSMC4,P43686
KRBOX4,""
SAP18,""
PCED1B,Q96HM7
GCNT1,Q02742
SERPINB5,P36952
PCED1B,""
C21orf58,""
SERPINB5,""
TRIM44,Q96DX7
EFNB1,P98172
ZSWIM3,Q96MP5
CAPSL,Q8WWF8
BCL2,""
BCL2,P10415
TXNRD2,""
PPP1R2C,O14990
CAPSL,""
CDCA4,Q9BXL8
GRIP2,Q9C0E4
GRIP2,""
CYP4F8,P98187
CYLC1,P35663
CYLC1,""
ATP12A,P54707
POU3F2,P20265
PIK3AP1,Q6ZUJ8
BANK1,Q8NDB2
C21orf58,P58505
ZNF627,""
GZMK,P49863
RIPPLY1,Q0D2K3
TXNRD2,Q9NNW7
ANKRD62,A6NC57
ZNF546,""
ZNF627,Q7L945
B4GALNT3,Q6L9W6
OSBP,P22059
CXorf38,Q8TB03
OSBP,""
ZNF546,Q86UE3
OR10W1,Q8NGF6
B4GALNT3,""
UTP4,Q969X6
OR5B17,Q8NGF7
CIDEA,""
OR4A5,Q8NH83
STRAP,""
CASP14,P31944
ARSB,P15848
DCAF8L1,A6NGE4
ARSB,""
CIDEA,O60543
SPIN4,Q56A73
ZNF780B,Q9Y6R6
PLTP,P55058
CDH17,Q12864
DCAF12L2,Q5VW00
